2026.09.21 16:24:39 WARN  Using H2 2.5.250 which is newer than the version Flyway has been verified with. The latest verified version of H2 is 2.3.232.
2026.09.21 16:24:39 INFO  no build target found for C:\Users\Usuario\practica_scala\parte3\parte3-1-vscode\torneo-twenty-one\src\main\scala\Main.scala. Using presentation compiler with project's scala-library version: 3.3.8
2026.09.21 16:24:41 INFO  no build target found for C:\Users\Usuario\practica_scala\parte3\parte3-1-vscode\torneo-twenty-one\src\main\scala\Main.scala. Using presentation compiler with project's scala-library version: 3.3.8
2026.09.21 16:24:41 WARN  scala-cli >= 0.1.3 not found in PATH, fetching and starting a JVM-based Scala CLI
